"tej"
"94" 1,0234133665077
"95" 0,979919797788629
"96" 0,993767884500895
"97" 1,00454940520831
"98" 0,996082070656156
"99" 1,00011643538338
"100" 0,997767607695461
"101" 0,988118022884223
"102" 0,998870176741754
"103" 0,994317923456745
"104" 0,97324115726501
"105" 0,998068676220495
"106" 1,00687832008871
"107" 1,01604100972552
"108" 1,01206515412086
"109" 1,00740838464512
"110" 1,00241231270178
"111" 1,01052772853273
"112" 1,01792342749653
"113" 1,01381249689817
"114" 1,00654784572612
"115" 1,01895738987874
"116" 1,00260448859858
"117" 0,988728613503335
"118" 0,988946060296125
"119" 0,993792317176012
"120" 0,984702108548898
"121" 1,01088979377025
"122" 0,998470800308412
"123" 1,0026186346156
"124" 1,00816179505081
"125" 0,977341210368899
"126" 0,989594872937552
"127" 0,990578347202946
"128" 1,0111293435992
"129" 1,00623065651444
"130" 1,02011536315823
"131" 0,981477454726333
"132" 1,00178869387506
"133" 0,996646505502653
"134" 1,00174933182095
"135" 0,996980424905764
"136" 1,00400901479006
"137" 0,997984598630022
"138" 0,993496256538902
"139" 0,999684819841861
"140" 1,01253388468507
"141" 1,00903504908383
"142" 0,993171821972656
"143" 0,98457910601385
"144" 1,00570471556237
"145" 0,988120789887765
"146" 0,996143901340541
"147" 0,986748902293944
"148" 0,996992917639416
"149" 0,997435009268543
"150" 0,990672800321994
"151" 1,01110121138826
"152" 0,99231105157906
"153" 1,00510829745659
"154" 1,02015061050937
"155" 1,02037684492573
"156" 1,01036774746709
"157" 1,00113197508795
"158" 1,00398034194789
"159" 1,00043746515421
"160" 0,992078336275278
"161" 0,994693848849902
"162" 1,01501391551651
"163" 1,00526542305003
"164" 1,00264948123154
"165" 1,01907293775753
"166" 1,00696559222199
"167" 0,996920076844265
"168" 0,995320244373159
"169" 1,00188763951082
"170" 1,00633411648808
"171" 0,99020556229102
"172" 0,975506065767045
"173" 1,00082242655339
"174" 1,01044555253209
"175" 0,999794859194354
"176" 0,999533505796466
"177" 0,997644338943412
"178" 1,01051434437871
"179" 0,9997182212497
"180" 1,00652416950484
"181" 1,01246870920715
"182" 1,00946435328934
"183" 1,00032504989349
"184" 1,00777086528851
"185" 1,00619647218166
"186" 0,9957746681793
"187" 1,00459620009843
"188" 1,00041750065505
"189" 1,00394537137433
"190" 1,00189219040857
"191" 1,00502739092176
"192" 0,998451057802229
"193" 1,0006409767445
"194" 0,996176063590603
"195" 1,00220930713693
"196" 1,00618741070186
"197" 0,99875543221848
"198" 0,986874329100731
"199" 1,00539828535065
"200" 0,995033794758635
"201" 1,00499270592601
"202" 1,01541335533086
"203" 1,00333229475429
"204" 1,00612103532081
"205" 1,01431689500477
"206" 1,00425080846718
"207" 0,996556041455566
"208" 0,985398460126369
"209" 0,996509718319631
"210" 1,00559910513196
"211" 1,01810500295077
"212" 1,00443172974231
"213" 1,00291101893785
"214" 1,00126211724049
"215" 1,0138237791028
"216" 1,00839162174147
"217" 0,996835433686695
"218" 1,01485974736662
"219" 1,00204183307331
"220" 0,984701847309261
"221" 1,01731778977967
"222" 1,00945493993271
"223" 0,988953452404385
"224" 0,993255390414342
"225" 0,99535548580962
"226" 0,995967918072794
"227" 1,0081933201258
"228" 0,999493272957201
"229" 1,00417984593283
"230" 1,01294385982275
"231" 0,992743680883398
"232" 0,993840891144802
"233" 1,02165306688488
"234" 1,00272846998612
"235" 1,01154335344642
"236" 0,992695185483824
"237" 0,995792647952182
"238" 1,00696688039578
"239" 0,997972551968647
"240" 0,995769711363735
"241" 1,0016506089595
"242" 0,99977992417929
"243" 1,00152354857053
"244" 0,991288518661476
"245" 0,992914259858308
"246" 1,01530183784559
"247" 1,00021380276993
"248" 1,01536321878616
"249" 1,012820224652
"250" 0,985767433505098
"251" 1,00963116729112
"252" 0,998325455503515
"253" 0,999837114797342
"254" 0,989817430126551
"255" 1,00940713417154
"256" 1,01237238770793
"257" 1,02151646245002
"258" 1,01714155124706
"259" 0,987071534337487
"260" 0,999894814259186
"261" 0,994727649710726
"262" 1,00137208484109
"263" 1,00828722949887
"264" 0,985197978053375
"265" 1,0022470720811
"266" 1,02197572914719
"267" 0,986838012550133
"268" 1,0054736188568
"269" 1,00496877318064
"270" 0,989890378527181
"271" 1,00106146258867
"272" 1,00699002653509
"273" 0,99704280344856
"274" 0,998220777743115
"275" 1,01114934110688
"276" 0,996022330906851
"277" 1,00573207521291
"278" 0,998878587305339
"279" 0,999664259221791
"280" 0,993504766970173
"281" 1,00716907526888
"282" 0,985251401486961
"283" 1,01226159173079
"284" 0,994687793540073
"285" 0,995293702265527
"286" 1,00029390219793
"287" 1,00872806805315
"288" 1,00172179666151
"289" 1,01054999016557
"290" 1,00392255225467
"291" 1,00025937216662
"292" 1,02185152528253
"293" 1,00059551116268
"294" 1,00457302383366
"295" 1,00719371042022
"296" 0,991325611871492
"297" 0,988233084120862
"298" 0,984149661371857
"299" 0,993293260103713
"300" 1,00501634858781
"301" 1,01756936349554
"302" 1,00329390867491
"303" 0,997475029713612
"304" 0,980831412738214
"305" 0,983612655847131
"306" 1,02351887765616
"307" 1,01028210023799
"308" 1,01070775545801
"309" 1,00622174496161
"310" 1,00338994694155
"311" 1,00231815776624
"312" 0,985091257165154
"313" 0,993509609639973
"314" 0,988901806363407
"315" 1,00414603183783
"316" 1,00254311002284
"317" 0,998639230580211
"318" 1,00096188937651
"319" 1,00629162171885
"320" 1,00210539339239
"321" 0,985796918610732
"322" 1,00597378606469
"323" 0,991000112898267
"324" 0,991425728930774
"325" 1,00238711711571
"326" 0,998024177114825
"327" 1,00435429669752
"328" 0,990832888808388
"329" 1,00262182245577
"330" 0,999741270119869
"331" 0,989868213755785
"332" 0,991807025205379
"333" 0,977353103098196
"334" 0,995337415671263
"335" 1,00786733846398
"336" 0,987226311015216
"337" 1,00360082400656
"338" 0,994005106107794
"339" 1,00948126669873
"340" 1,00255304750695
"341" 1,00090691395848
"342" 0,980538870742225
"343" 0,984960127811481
"344" 0,991818105691305
"345" 1,00050010878784
"346" 1,01181985834773
"347" 0,990562276809847
"348" 1,01404891694195
"349" 1,0032294061567
"350" 0,987191557672024
"351" 1,01295279670929
"352" 0,996324499980368
"353" 1,00500951009586
"354" 1,0076858805063
"355" 0,998393605761925
"356" 1,01102169913652
"357" 1,01185563914004
"358" 1,02710714106363
"359" 0,991710559090823
"360" 1,01645981878963
"361" 1,00195401549055
"362" 0,988325778546898
"363" 0,999460802767803
"364" 1,0044526474561
"365" 0,998001878600767
"366" 1,0208750229143
"367" 1,00567683733463
"368" 1,00978335872079
"369" 1,01069552828653
"370" 0,98661352471561
"371" 1,00928771848669
"372" 1,0133757067695
"373" 1,01368323830743
"374" 1,00285606045413
"375" 0,990683264072597
"376" 0,981201139221191
"377" 0,988724792111955
"378" 0,994364943644219
"379" 1,01537225954946
"380" 1,02265773297201
"381" 0,987042791057492
"382" 0,998762781520561
"383" 0,996886672308979
"384" 0,991123490370685
"385" 1,00363612813183
"386" 0,990019519333336
"387" 1,00198865676708
"388" 1,00773685127633
"389" 0,990624260479921
"390" 1,00659165149099
"391" 0,998762896122991
"392" 1,00937118045726
"393" 0,997098130651813
"394" 0,99652488907489
"395" 0,979162536816057
"396" 1,00049958774276
"397" 1,01050933181274
"398" 0,994678565412527
"399" 1,00434398862673
"400" 1,00577426375995
"401" 1,00334084671131
"402" 0,989062516194096
"403" 1,00526700823262
"404" 1,01459679262541
"405" 0,984284556256655
"406" 0,99679225681643
"407" 0,998680390608622
"408" 0,988325468737453
"409" 1,00707135049324
"410" 1,02106504410582
"411" 0,99521602673888
"412" 0,983235712004702
"413" 0,992873895429427
"414" 0,97877351008737
"415" 0,99715389007203
"416" 1,00312421871406
"417" 1,01474761415653
"418" 0,982022137472619
"419" 1,00045353465287
"420" 0,999010225749071
"421" 1,00062361970321
"422" 0,988126090418363
"423" 1,01107737822681
"424" 0,994083504097909
"425" 1,00013069868503
"426" 1,00006429537668
"427" 1,00495695986844
"428" 0,98330208280506
"429" 1,00313628301079
"430" 0,987924566679177
"431" 0,972553318935943
"432" 0,992431296324382
"433" 1,02403081410908
"434" 1,00206946258927
"435" 0,995719670114617
"436" 1,00294559095803
"437" 0,996371790158764
"438" 1,0040177482805
"439" 0,993207314078054
"440" 0,993365817856085
"441" 1,00525902238066
"442" 0,988522407670281
"443" 0,993804994494843
"444" 1,00116341671693
"445" 0,998975217220775
"446" 0,999495401076014
"447" 1,00803963120625
"448" 0,99793501311817
"449" 1,00351070701965
"450" 1,01313390516063
"451" 0,99544251680387
"452" 0,995171593700826
"453" 1,00325126008935
"454" 0,995847137192685
"455" 0,97911730923841
"456" 0,987230024314804
"457" 1,00705057988787
"458" 1,00761163346463
"459" 0,999912042843071
"460" 1,00751957318329
"461" 1,00357618334181
"462" 0,998992709935066
"463" 0,968928449199806
"464" 0,994088182897188
"465" 0,995272280314609
"466" 1,01575780220016
"467" 1,01081939163793
"468" 0,994673641130194
"469" 0,996504083383848
"470" 1,00780217437547
"471" 0,982525799375272
"472" 0,99324755622735
"473" 0,991178111120566
"474" 1,00548273198134
"475" 1,00307815862067
"476" 1,00344033846326
"477" 0,997013386439012
"478" 1,00115194385153
"479" 1,00876682634559
"480" 0,993859654917652
"481" 0,998709835541952
"482" 1,00575422090391
"483" 1,01444802896891
"484" 0,992120924762977
"485" 1,02395240648206
"486" 1,00462729142744
"487" 0,994205092330112
"488" 1,0184175681131
"489" 1,00364754221001
"490" 1,00773150496126
"491" 0,994551185336091
"492" 0,995765931162328
"493" 1,00472536758967
"494" 0,994420456779947
"495" 0,988555522883111
"496" 0,988773530925896
"497" 0,970233809461371
"498" 1,00825234010239
"499" 0,987756861523897
"500" 0,998402375098213
"501" 1,01490089693943
"502" 1,00170279109586
"503" 1,02434169610563
"504" 1,01531445635308
"505" 1,00935765477128
"506" 0,996816082952718
"507" 1,0022385618455
"508" 1,00176365306749
"509" 1,00254664179626
"510" 0,999644998494494
"511" 0,998494697658893
"512" 0,999648254113083
"513" 1,02242435762542
"514" 0,99187738193779
"515" 1,00839125044451
"516" 0,997189239212072
"517" 1,00554108508359
"518" 0,990065186066467
"519" 0,996492518816085
"520" 0,980723751219203
"521" 0,997081649918398
"522" 0,982169663151454
"523" 0,99428268257702
"524" 1,00894384018152
"525" 1,01272348672119
"526" 0,998438812751076
"527" 1,0001245210228
"528" 1,01671718106709
"529" 1,01271839891383
"530" 1,01816939348711
"531" 1,00773147508599
"532" 1,00833048722162
"533" 1,00282131582806
"534" 1,00663762807477
"535" 1,00563454490393
"536" 1,00049470853727
"537" 1,00264153926789
"538" 0,997896312264257
"539" 0,990677447235589
"540" 1,00961792967902
"541" 0,992762034970188
"542" 0,998233662308934
"543" 0,986655989163718
"544" 1,00733215450305
"545" 1,00118554499132
"546" 1,00574744301618
"547" 0,98604462090302
"548" 1,00645210988571
"549" 1,02138648249779
"550" 0,990438150979398
"551" 1,00857357671398
"552" 1,02358525004874
"553" 0,995216818817601
"554" 0,988101921444071
"555" 1,00259574898964
"556" 1,00245235097199
"557" 1,0133164129005
"558" 0,986650686093477
"559" 1,00441971953859
"560" 1,00337286055346
"561" 1,0129887051337
"562" 0,992343801107675
"563" 1,00354274616849
"564" 0,988548958919476
"565" 0,996813651848038
"566" 1,00327977407337
"567" 1,00073575607194
"568" 0,995985829872623
"569" 1,00383597120916
"570" 0,998439777504616
"571" 1,00146371042579
"572" 0,987273206101238
"573" 0,989928601716553
"574" 0,997368336105752
"575" 0,990727851651584
"576" 1,01207671192679
"577" 0,996361715268244
"578" 0,998746894054038
"579" 0,98082121154095
"580" 1,0104680603064
"581" 0,986515152496797
"582" 0,987744238524767
"583" 0,992910448856378
"584" 0,99651365230277
"585" 1,01845184897372
"586" 0,984134415375833
"587" 0,996083289229873
"588" 0,982830276217239
"589" 1,0098995619894
"590" 0,999428799410198
"591" 0,9881423577422
"592" 1,01849573400973
"593" 1,01535086866949
"594" 1,00046279480503
"595" 1,02095062985756
"596" 0,998919628443874
"597" 0,98233444814049
"598" 1,01038872398553
"599" 1,00418680340472
"600" 0,9894660292613
"601" 0,991928242827879
"602" 1,02058937471287
"603" 1,0116922127097
"604" 0,990703657588241
"605" 0,999364765685054
"606" 1,01488265528795
"607" 0,990295897760815
"608" 0,98129799633178
"609" 1,00139381711166
"610" 0,994022250534307
"611" 0,990440490632368
"612" 0,986334537387116
"613" 0,982997980059747
"614" 0,992819035223008
"615" 1,01485184854092
"616" 1,00864015196003
"617" 1,00913327210862
"618" 0,99695432145116
"619" 1,00219482874456
"620" 1,00959247532593
"621" 0,998660611153981
"622" 0,997107928138481
"623" 0,994727327600383
"624" 1,00974171830563
"625" 1,0092690385345
"626" 0,998809196904711
"627" 0,996138541745411
"628" 1,00294503108126
"629" 0,98891272365807
"630" 0,992803663522111
"631" 0,999274966006789
"632" 1,0004965520815
"633" 0,992264527421465
"634" 1,0059707531563
"635" 1,00112537879862
"636" 1,02297051519119
"637" 1,01314805008246
"638" 0,99673516697684
"639" 0,996863707988155
"640" 1,00641516392076
"641" 0,992315758847315
"642" 1,01119417677818
"643" 0,994550266923449
"644" 1,00399547376815
"645" 1,01321233465262
"646" 0,998117190504715
"647" 0,996643593841678
"648" 1,01431497784066
"649" 0,99336482451709
"650" 0,99111424188817
"651" 1,0150180364375
"652" 1,00896808991315
"653" 1,00718069436134
"654" 1,00678239528876
"655" 0,999504233321097
"656" 1,0067564555029
"657" 1,0083725411847
"658" 0,992353685491853
"659" 1,00321087027669
"660" 0,994007252304329
"661" 1,01754995580448
"662" 0,994061151080068
"663" 1,00769462005711
"664" 1,00300262175983
"665" 0,984437520423032
"666" 0,996347588106458
"667" 0,995042049096022
"668" 0,996675391108072
"669" 0,99388333699384
"670" 0,983997757352752
"671" 1,01435602737743
"672" 1,01144267274878
"673" 0,98562974449968
"674" 0,993188339255154
"675" 1,01815978487003
"676" 0,993008565264274
"677" 1,01592403508415
"678" 1,00582775469992
"679" 0,988906990841981
"680" 0,998100933537254
"681" 1,00674280872133
"682" 1,00237049192799
"683" 0,998055816398224
"684" 1,00435435718328
"685" 1,00126220202984
"686" 0,994447700392892
"687" 0,988112850658013
"688" 0,999541356044626
"689" 1,000942552293
"690" 0,999508316063722
"691" 1,00645569970725
"692" 1,01477098554323
"693" 1,00651136713334
"694" 1,01623367136049
"695" 0,996825862609964
"696" 0,999197668427066
"697" 0,994247117695941
"698" 1,0078028851774
"699" 0,99790621852704
"700" 1,00122665805221
"701" 0,984853567912897
"702" 1,00258171144429
"703" 1,0146517049543
"704" 0,991769566792158
"705" 1,00600981145477
"706" 1,00439021886664
"707" 0,992227156644987
"708" 1,00241683922002
"709" 1,00759610744466
"710" 1,00207507444772
"711" 0,986934390599082
"712" 1,0049909061675
"713" 1,01374544186737
"714" 1,00146658780899
"715" 0,989082213903202
"716" 1,00427369638379
"717" 0,997204309855376
"718" 1,01355678521742
"719" 1,01310002592207
"720" 1,01919444146758
"721" 0,991954136580467
"722" 1,00390790125751
"723" 1,0149533551179
"724" 0,997311747105191
"725" 1,00254075942383
"726" 0,988811587813962
"727" 1,01562331904677
"728" 1,00221799701091
"729" 0,995227580222162
"730" 0,997471806048509
"731" 0,990565961485198
"732" 1,00193786042226
"733" 0,992688397682233
"734" 1,01424512668019
"735" 1,00407930754806
"736" 0,989025763141944
"737" 0,987098472096448
"738" 0,992214197555384
"739" 1,01877102971591
"740" 0,995874270577493
"741" 1,01384118821675
"742" 0,998889347701135
"743" 0,985155784925939
"744" 1,00769149985667
"745" 0,996228216446331
"746" 0,994430910800641
"747" 0,992846100061714
"748" 1,0146642342061
"749" 0,982810188804836
"750" 0,985653021123002
"751" 1,01379700921277
"752" 1,00491796960858
"753" 1,0135304534756
"754" 1,00740556151403
"755" 1,01212243185413
"756" 0,978797157949502
"757" 1,00861990596068
"758" 0,98601463278065
"759" 1,00154810976028
"760" 0,996240313067878
"761" 1,00449895999731
"762" 1,02133996611725
"763" 0,996258047747707
"764" 0,988912648366539
"765" 0,996832269882283
"766" 0,981758642096229
"767" 1,00787594321301
"768" 0,993822285169153
"769" 0,99109489080198
"770" 0,982963410260865
"771" 1,00198191796908
"772" 1,006927152557
"773" 1,00549446279374
"774" 1,0256167559841
"775" 1,0152376399317
"776" 0,982389999566193
"777" 1,01805481118705
"778" 1,00303214824751
"779" 0,999412468651483
"780" 0,998645841818906
"781" 1,00715992706642
"782" 0,993741957116328
"783" 0,998148395651486
"784" 1,00234939612727
"785" 0,995981796459147
"786" 1,00860870413353
"787" 1,0132612428389
"788" 0,992947119146013
"789" 1,0043537817913
"790" 0,998702019383661
"791" 1,00055710682645
"792" 0,99701059104251
"793" 0,995285810424998
"794" 1,00101775233233
"795" 1,00305412604178
"796" 0,996712945347911
"797" 0,992509385576069
"798" 1,00484284906152
"799" 0,996221875249471
"800" 0,997482909649199
"801" 1,00508630538393
"802" 1,00260949990298
"803" 1,01102686956363
"804" 0,999764599637324
"805" 0,999233458164491
"806" 1,00809930608631
"807" 0,982860620716599
"808" 1,01975068096368
"809" 0,991327770401138
"810" 1,01466811325616
"811" 0,997214399752064
"812" 1,01803588649863
"813" 1,00288172229763
"814" 0,997408683000961
"815" 1,0041526264913
"816" 1,00276235381643
"817" 1,00716427945913
"818" 0,996207783382165
"819" 1,01124960497344
"820" 1,00350475085071
"821" 1,0018536391613
"822" 1,00673634343487
"823" 1,00716049039938
"824" 1,00941973898666
"825" 0,97854714226416
"826" 1,01358675249075
"827" 1,01930555389268
"828" 0,976337940712633
"829" 0,994835873045513
"830" 0,979230579252159
"831" 1,01035753928058
"832" 0,994937208668687
"833" 1,00123793618355
"834" 0,99232149552589
"835" 1,00190999225847
"836" 1,00283432349944
"837" 1,00615096443244
"838" 1,00009051521146
"839" 0,981341881251432
"840" 1,00314708871465
"841" 0,997620060288033
"842" 0,990364405250305
"843" 1,00852140007999
"844" 0,993464333842287
"845" 1,00465528320202
"846" 1,01273151062514
"847" 0,990698794109693
"848" 1,01632379226272
"849" 1,00208970674396
"850" 0,993312507744288
"851" 0,985074079991489
"852" 0,985560177933404
"853" 1,00007750605876
"854" 1,0118955401372
"855" 1,0150863071473
"856" 1,01088447139633
"857" 1,00836477133359
"858" 0,993073626293343
"859" 1,00202121029171
"860" 1,02354131989995
"861" 0,998819993148818
"862" 1,00172908615601
"863" 0,994185397128786
"864" 0,997078265633374
"865" 0,999686477226564
"866" 1,00142689242286
"867" 0,989334984524534
"868" 1,00198233494285
"869" 1,00572825722205
"870" 1,00414215201971
"871" 0,994746660296161
"872" 1,0048125309023
"873" 0,966469985213895
"874" 1,00774893596529
"875" 0,990815300217096
"876" 1,00596621535479
"877" 1,0068870514385
"878" 1,00137121746523
"879" 1,00961974153806
"880" 0,991070248480423
"881" 0,984587943209493
"882" 1,00606202785952
"883" 1,02030999409306
"884" 0,989506758566264
"885" 0,998594756384099
"886" 0,98838239044638
"887" 0,989096134885158
"888" 1,00963635008353
"889" 0,988248339214056
"890" 0,973353095214686
"891" 1,00105614016344
"892" 0,999951255869524
"893" 1,00552347712697
"894" 0,995457525543308
"895" 0,997068756487256
"896" 1,01952503960313
"897" 0,987688435014024
"898" 0,985539903556692
"899" 1,0047565798771
"900" 1,00062018034535
"901" 1,01649233105852
"902" 0,983025217413153
"903" 1,00134364930986
"904" 1,01667660042692
"905" 1,00409593759947
"906" 1,00185181756937
"907" 1,00760072065659
"908" 1,00498652820082
"909" 0,997806390824774
"910" 1,019148467002
"911" 0,997634819803483
"912" 1,00660723749875
"913" 1,00070503275128
"914" 1,00745024642039
"915" 1,00271449498447
"916" 0,999580531845275
"917" 0,998684134946508
"918" 0,995429109978736
"919" 0,999514336440267
"920" 0,996757840491602
"921" 1,00667192965367
"922" 0,998548774804822
"923" 1,01278782701829
"924" 1,00414307728568
"925" 1,02873133340975
"926" 1,0007352492011
"927" 1,02069828502944
"928" 1,00253816382267
"929" 0,991502825413043
"930" 1,00949571972521
"931" 1,0134066517905
"932" 0,994468728936347
"933" 1,00418923488283
"934" 0,984315014801221
"935" 0,99242525669754
"936" 0,9895456365056
"937" 1,00176874048496
"938" 0,999031411865171
"939" 1,01353019752054
"940" 0,995370300610567
"941" 1,00417196607569
"942" 1,01325475491111
"943" 1,00924859133838
"944" 1,0035062457301
"945" 1,00997016937062
"946" 1,01481643254709
"947" 1,00035370461897
"948" 0,991870173401279
"949" 1,00619304905827
"950" 0,997769132665017
"951" 1,00838647603908
"952" 1,00647781775037
"953" 0,998800022008905
"954" 0,997619290509532
"955" 1,00706267090904
"956" 0,993604804858595
"957" 1,00724004601451
"958" 1,00189735205771
"959" 0,993186080765564
"960" 1,00427678544415
"961" 1,0014198426359
"962" 1,01688949595685
"963" 1,018075311054
"964" 1,0005918281773
"965" 0,999927662442967
"966" 0,993014454260885
"967" 1,00422568257074
"968" 0,999181594327248
"969" 0,991589240364409
"970" 0,987494098507339
"971" 0,996692862198344
"972" 0,974353389294046
"973" 0,988585048289045
"974" 0,995384131992578
"975" 1,00471210538175
"976" 1,01050471406804
"977" 1,00556810703368
"978" 0,997427929024817
"979" 0,999337654678091
"980" 1,01007486668846
"981" 1,02223533377291
"982" 0,991235178888498
"983" 0,993438547393931
"984" 1,00807712655772
"985" 1,0015008394612
"986" 0,999314686348842
"987" 0,999178334385944
"988" 1,00581116512039
"989" 0,9898001231713
"990" 1,00431353445439
"991" 1,0043480836782
"992" 0,998898378937663
"993" 1,00870229452975
"994" 1,00343812289292
"995" 0,998588219519929
"996" 0,998957868636465
"997" 1,0094503033915
"998" 0,99909619797457
"999" 1,00015595255696
"1000" 0,997932750317685
